st_name,year,pc_no,pc_name,pc_type,cand_name,cand_sex,partyname,partyabbre,totvotpoll,electors
Andaman & Nicobar Islands,2014,1,Andaman & Nicobar Islands,GEN,A Pandian,M,AIFB,AIFB,225,269360
Andaman & Nicobar Islands,2014,1,Andaman & Nicobar Islands,GEN,N Kannan,M,IND,IND,314,269360
Andaman & Nicobar Islands,2014,1,Andaman & Nicobar Islands,GEN,C G Saji Kumar,M,IND,IND,334,269360
Andaman & Nicobar Islands,2014,1,Andaman & Nicobar Islands,GEN,Raghubir Singh,M,SP,SP,379,269360
Andaman & Nicobar Islands,2014,1,Andaman & Nicobar Islands,GEN,V V Khalid,M,IND,IND,429,269360
Andaman & Nicobar Islands,2014,1,Andaman & Nicobar Islands,GEN,N K P Nair,M,CPI(ML)(L),CPI(ML)(L),436,269360
Andaman & Nicobar Islands,2014,1,Andaman & Nicobar Islands,GEN,Saravanan,M,IND,IND,847,269360
Andaman & Nicobar Islands,2014,1,Andaman & Nicobar Islands,GEN,Gour Chandra Majumder,M,BSP,BSP,1139,269360
Andaman & Nicobar Islands,2014,1,Andaman & Nicobar Islands,GEN,R.S.Uma Bharatthy,F,NCP,NCP,1151,269360
Andaman & Nicobar Islands,2014,1,Andaman & Nicobar Islands,GEN,None Of The Above,,NOTA,NOTA,1564,269360
Andaman & Nicobar Islands,2014,1,Andaman & Nicobar Islands,GEN,Prakash Minj,M,IND,IND,1587,269360
Andaman & Nicobar Islands,2014,1,Andaman & Nicobar Islands,GEN,K.G.Das,M,CPM,CPM,1777,269360
Andaman & Nicobar Islands,2014,1,Andaman & Nicobar Islands,GEN,Anita Mondal,F,AITC,AITC,2283,269360
Andaman & Nicobar Islands,2014,1,Andaman & Nicobar Islands,GEN,Sanjay Meshack,M,AAAP,AAAP,3737,269360
Andaman & Nicobar Islands,2014,1,Andaman & Nicobar Islands,GEN,Kuldeep Rai Sharma,M,INC,INC,83157,269360
Andaman & Nicobar Islands,2014,1,Andaman & Nicobar Islands,GEN,Bishnu Pada Ray,M,BJP,BJP,90969,269360
Andhra Pradesh,2014,1,Adilabad ,ST,Banka Sahadev,M,IND,IND,4787,1386282
Andhra Pradesh,2014,1,Adilabad ,ST,Pawar Krishna,M,IND,IND,5055,1386282
Andhra Pradesh,2014,1,Adilabad ,ST,Mosali Chinnaiah,M,IND,IND,8859,1386282
Andhra Pradesh,2014,1,Adilabad ,ST,None Of The Above,,NOTA,NOTA,17084,1386282
Andhra Pradesh,2014,1,Adilabad ,ST,Nethawath Ramdas,M,IND,IND,41032,1386282
Andhra Pradesh,2014,1,Adilabad ,ST,Rathod Sadashiv,M,BSP,BSP,94420,1386282
Andhra Pradesh,2014,1,Adilabad ,ST,Ramesh Rathod,M,TDP,TDP,184198,1386282
Andhra Pradesh,2014,1,Adilabad ,ST,Naresh,M,INC,INC,259557,1386282
Andhra Pradesh,2014,1,Adilabad ,ST,Godam Nagesh,M,TRS,TRS,430847,1386282
Andhra Pradesh,2014,2,Peddapalle ,SC,Botha Venkata Mallaiah,M,BCUF,BCUF,2245,1425355
Andhra Pradesh,2014,2,Peddapalle ,SC,Gorre Ramesh,M,IND,IND,2361,1425355
Andhra Pradesh,2014,2,Peddapalle ,SC,Moutam Ravinder,M,IND,IND,2674,1425355
Andhra Pradesh,2014,2,Peddapalle ,SC,Kamilla Jaya Rao,M,IND,IND,2742,1425355
Andhra Pradesh,2014,2,Peddapalle ,SC,J.V. Raju,M,NIP,NIP,3020,1425355
Andhra Pradesh,2014,2,Peddapalle ,SC,Gaddala Vinay Kumar,M,IND,IND,3266,1425355
Andhra Pradesh,2014,2,Peddapalle ,SC,Thallapalli Srinivas,M,IND,IND,3699,1425355
Andhra Pradesh,2014,2,Peddapalle ,SC,Venkata Swamy Injam,M,MaSP,MaSP,3866,1425355
Andhra Pradesh,2014,2,Peddapalle ,SC,None Of The Above,,NOTA,NOTA,5361,1425355
Andhra Pradesh,2014,2,Peddapalle ,SC,Bupelli Narayana,M,IND,IND,7258,1425355
Andhra Pradesh,2014,2,Peddapalle ,SC,Kalvala Sanjeev,M,RPI,RPI,8609,1425355
Andhra Pradesh,2014,2,Peddapalle ,SC,Jinna Ramadevi,F,IND,IND,9199,1425355
Andhra Pradesh,2014,2,Peddapalle ,SC,Kalvala Shankar,M,PPOI,PPOI,9290,1425355
Andhra Pradesh,2014,2,Peddapalle ,SC,Tagaram Shankar Lal,M,BSP,BSP,9449,1425355
Andhra Pradesh,2014,2,Peddapalle ,SC,Velthuru Mallaiah,M,RP(K),RP(K),45977,1425355
Andhra Pradesh,2014,2,Peddapalle ,SC,Dr.Janapati Sarat Babu,M,TDP,TDP,63334,1425355
Andhra Pradesh,2014,2,Peddapalle ,SC,G. Vivekanand,M,INC,INC,274338,1425355
Andhra Pradesh,2014,2,Peddapalle ,SC,Balka Suman,M,TRS,TRS,565496,1425355
Andhra Pradesh,2014,3,Karimnagar ,GEN,Pulikota Ramesh,M,IND,IND,1773,1550810
Andhra Pradesh,2014,3,Karimnagar ,GEN,Ranaveni Lakshman,M,NIP,NIP,2062,1550810
Andhra Pradesh,2014,3,Karimnagar ,GEN,Uppuleti.Laxman,M,IND,IND,2445,1550810
Andhra Pradesh,2014,3,Karimnagar ,GEN,Mallesh Yadav Barla,M,IND,IND,2757,1550810
Andhra Pradesh,2014,3,Karimnagar ,GEN,Meesala Raji Reddy,M,YSRCP,YSRCP,3075,1550810
Andhra Pradesh,2014,3,Karimnagar ,GEN,Dr.Dharmaiah Vendavetla,M,BMUP,BMUP,3772,1550810
Andhra Pradesh,2014,3,Karimnagar ,GEN,Srinivas Reddy Lingampally,M,IND,IND,3851,1550810
Andhra Pradesh,2014,3,Karimnagar ,GEN,L. Prabhakar Reddy,M,PPOI,PPOI,3943,1550810
Andhra Pradesh,2014,3,Karimnagar ,GEN,Kandem Prabhakar,M,IND,IND,4728,1550810
Andhra Pradesh,2014,3,Karimnagar ,GEN,Burla. Ravi,M,NCP,NCP,4769,1550810
Andhra Pradesh,2014,3,Karimnagar ,GEN,None Of The Above,,NOTA,NOTA,5734,1550810
Andhra Pradesh,2014,3,Karimnagar ,GEN,Mohammed Amjad Mohiuddin,M,IND,IND,6713,1550810
Andhra Pradesh,2014,3,Karimnagar ,GEN,Reddi Malla Srinivas,M,RPI(A),RPI(A),8034,1550810
Andhra Pradesh,2014,3,Karimnagar ,GEN,B. Laxman,M,BSP,BSP,11328,1550810
Andhra Pradesh,2014,3,Karimnagar ,GEN,Shaik Mahmood,M,WPOI,WPOI,39308,1550810
Andhra Pradesh,2014,3,Karimnagar ,GEN,Chennamaneni Vidya Sagar Rao,M,BJP,BJP,214828,1550810
Andhra Pradesh,2014,3,Karimnagar ,GEN,Ponnam Prabhakar,M,INC,INC,300706,1550810
Andhra Pradesh,2014,3,Karimnagar ,GEN,Vinod Kumar Boinapally,M,TRS,TRS,505358,1550810
Andhra Pradesh,2014,4,Nizamabad,GEN,Abdul Kareem Khan (Babu),M,IND,IND,1601,1496193
Andhra Pradesh,2014,4,Nizamabad,GEN,Sagar Suddala,M,BMUP,BMUP,1978,1496193
Andhra Pradesh,2014,4,Nizamabad,GEN,Kotapati Narsimham Naidu,M,IND,IND,2462,1496193
Andhra Pradesh,2014,4,Nizamabad,GEN,Rapelly Srinivas,M,AAAP,AAAP,2621,1496193
Andhra Pradesh,2014,4,Nizamabad,GEN,S. Chandraiah,M,IND,IND,2817,1496193
Andhra Pradesh,2014,4,Nizamabad,GEN,Chirulingadrula Venkatesham,M,IND,IND,3091,1496193
Andhra Pradesh,2014,4,Nizamabad,GEN,Singareddy Ravindra Reddy,M,YSRCP,YSRCP,3529,1496193
Andhra Pradesh,2014,4,Nizamabad,GEN,Banja Veerappa,M,PPOI,PPOI,3651,1496193
Andhra Pradesh,2014,4,Nizamabad,GEN,Kandem Prabhakar,M,IND,IND,3990,1496193
Andhra Pradesh,2014,4,Nizamabad,GEN,Abdul Gani,M,BCUF,BCUF,4791,1496193
Andhra Pradesh,2014,4,Nizamabad,GEN,None Of The Above,,NOTA,NOTA,7266,1496193
Andhra Pradesh,2014,4,Nizamabad,GEN,Talari Ramulu,M,BSP,BSP,7421,1496193
Andhra Pradesh,2014,4,Nizamabad,GEN,Bagwan B,M,IND,IND,8129,1496193
Andhra Pradesh,2014,4,Nizamabad,GEN,Malik Mohtasim Khan,M,WPOI,WPOI,43814,1496193
Andhra Pradesh,2014,4,Nizamabad,GEN,Endala Lakshminarayana,M,BJP,BJP,225333,1496193
Andhra Pradesh,2014,4,Nizamabad,GEN,Madhu Yaskhi Goud,M,INC,INC,272123,1496193
Andhra Pradesh,2014,4,Nizamabad,GEN,Kalvakuntla Kavitha,F,TRS,TRS,439307,1496193
Andhra Pradesh,2014,5,Zahirabad,GEN,Tandale Ambaji Rao,M,IND,IND,2323,1445354
Andhra Pradesh,2014,5,Zahirabad,GEN,Dr. Suneel Kumar Chowdhary,M,AAAP,AAAP,3285,1445354
Andhra Pradesh,2014,5,Zahirabad,GEN,Rama Rao,M,IND,IND,4426,1445354
Andhra Pradesh,2014,5,Zahirabad,GEN,Benjamin Raju,M,IND,IND,4804,1445354
Andhra Pradesh,2014,5,Zahirabad,GEN,Syed Ferozuddin,M,BSP,BSP,8180,1445354
Andhra Pradesh,2014,5,Zahirabad,GEN,None Of The Above,,NOTA,NOTA,11190,1445354
Andhra Pradesh,2014,5,Zahirabad,GEN,Mahmood Mohiuddin,M,YSRCP,YSRCP,12383,1445354
Andhra Pradesh,2014,5,Zahirabad,GEN,Marri Durgesh,M,RPI(A),RPI(A),18027,1445354
Andhra Pradesh,2014,5,Zahirabad,GEN,K.Madan Mohan Rao,M,TDP,TDP,157497,1445354
Andhra Pradesh,2014,5,Zahirabad,GEN,Suresh Kumar Shetkar,M,INC,INC,364030,1445354
Andhra Pradesh,2014,5,Zahirabad,GEN,B.B. Patil,M,TRS,TRS,508661,1445354
Andhra Pradesh,2014,6,Medak,GEN,Gurjada Bheeraiah Yadav,M,IND,IND,2053,1536166
Andhra Pradesh,2014,6,Medak,GEN,Balaraju Mittapally,M,IND,IND,2973,1536166
Andhra Pradesh,2014,6,Medak,GEN,Gajabinkar Bansilal,M,IND,IND,3281,1536166
Andhra Pradesh,2014,6,Medak,GEN,Bomma Balesham,M,PPOI,PPOI,3297,1536166
Andhra Pradesh,2014,6,Medak,GEN,Meka. Subba Rao,M,IND,IND,4441,1536166
Andhra Pradesh,2014,6,Medak,GEN,Iqbal Ali Zafar,M,MBT,MBT,5010,1536166
Andhra Pradesh,2014,6,Medak,GEN,Y. Shankar Goud,M,BSP,BSP,6643,1536166
Andhra Pradesh,2014,6,Medak,GEN,Kompelli Prabhudas,M,RPI(A),RPI(A),7599,1536166
Andhra Pradesh,2014,6,Medak,GEN,None Of The Above,,NOTA,NOTA,10696,1536166
Andhra Pradesh,2014,6,Medak,GEN,"Prabhugoud, Pullaiahgari",M,YSRCP,YSRCP,11752,1536166
Andhra Pradesh,2014,6,Medak,GEN,Kundeti. Ravi.,M,IND,IND,33507,1536166
Andhra Pradesh,2014,6,Medak,GEN,Chaganla Narendra Nath,M,BJP,BJP,181804,1536166
Andhra Pradesh,2014,6,Medak,GEN,Dr.P. Shravan Kumar Reddy,M,INC,INC,260463,1536166
Andhra Pradesh,2014,6,Medak,GEN,Kalvakuntla Chandrasekhar Rao,M,TRS,TRS,657492,1536166
Andhra Pradesh,2014,7,Malkajgiri,GEN,Potturi Tulasi Das,M,IND,IND,411,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,Polisetty Krishna Rao,M,IND,IND,496,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,Sutharapu Padmaiah,M,APRSSP,APRSSP,529,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,Sathyanarayana Yaadav Peddiboyina,M,BCBDP,BCBDP,596,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,B.Veera Hanumantha Reddy,M,IND,IND,775,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,Paduri Srinivas Reddy,M,TLP,TLP,802,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,Rahul Pandit,M,IND,IND,899,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,M.T.Varughese,M,IND,IND,1026,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,Vattikuti Ramarao Goud,M,IND,IND,1032,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,M.Nageswara Rao,M,IND,IND,1301,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,Peesari Satish Reddy,M,IND,IND,1325,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,Murari.T.N,M,SHS,SHS,1390,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,Gajabinkar Bansilal,M,IND,IND,1416,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,Koyalkar Bhoj Raj,M,IND,IND,1547,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,Dasari Bharath Reddy,M,IND,IND,1693,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,Surakanti Venkat Reddy,M,PPOI,PPOI,2049,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,Kante Sayanna,M,IND,IND,2261,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,Anjaneyulu.E,M,IND,IND,2677,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,Bandi Sudhakar,M,JaSPa,JaSPa,4095,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,D.Bikshapathi,M,IND,IND,5717,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,Karunakar.R,M,BSP,BSP,6133,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,Jajula Bhaskar,M,SHP,SHP,7953,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,Dr.N.V.Sudha Kiran,M,AAAP,AAAP,8301,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,None Of The Above,,NOTA,NOTA,8692,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,Prof. K.Nageshwar,M,IND,IND,13239,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,Divakar Dharanikota Sudhakar,M,AIMIM,AIMIM,18544,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,V.Dinesh Reddy,M,YSRCP,YSRCP,115221,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,Dr.Jayaprakash Narayan .N,M,LSP,LSP,158248,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,Sarvey Sathyanarayana,M,INC,INC,233530,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,Hanumanth Rao Mynampally,M,TRS,TRS,495190,3183083
Andhra Pradesh,2014,7,Malkajgiri,GEN,Ch.Malla Reddy,M,TDP,TDP,523356,3183083
Andhra Pradesh,2014,8,Secundrabad,GEN,Michael Daniel Ovelz,M,IND,IND,291,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,Mohd Abubakar Parwaiz Siddiqui,M,IND,IND,322,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,Mohammed Rizwan Hussain,M,IND,IND,370,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,Syed Madani Quadri,M,IND,IND,376,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,Karankote Narender,M,AIFB,AIFB,474,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,Kumar Chowdary Yadav.G,M,sps,sps,547,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,Ch. Murahari,M,SUCI,SUCI,554,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,Shakthi Satyavathi,F,PPOI,PPOI,638,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,Ananth Rao Gundepally,M,IND,IND,779,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,Mohd Imtiaz Hussain,M,IUML,IUML,786,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,Abdus Sattar Mujahed,M,ABML(S),ABML(S),809,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,Dr.Malathi Latha Eppa,F,JAP,JAP,873,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,S. Lakshman Rao,M,IND,IND,886,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,Dr.N.S.Uday Kumar,M,pjdl,pjdl,928,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,Khaja Sirajuddin Azaz,M,mmsp,mmsp,959,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,Avula Ranganayakulu,M,IND,IND,1144,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,Raghu Deshaboina,M,BMUP,BMUP,1496,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,B.Deepak Kumar,M,RPI(KH),RPI(KH),1813,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,J.Ramulu,M,RSP,RSP,2058,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,Sonu Sarsal Valmiki,M,TECPI,TECPI,2311,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,B.Subramanyam,M,IND,IND,2481,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,K.Sai Krishna Mohan Rao,M,ICSP,ICSP,2603,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,Khaja Khalid Anwar,M,BSP,BSP,2863,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,K. Srinivasulu,M,JaSPa,JaSPa,3691,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,None Of The Above,,NOTA,NOTA,6572,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,Chaya Ratan Musinipally,F,AAAP,AAAP,11184,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,Syed Sajid Ali,M,YSRCP,YSRCP,45187,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,T.Bheemsen,M,TRS,TRS,143847,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,Narla Mohan Rao,M,AIMIM,AIMIM,145120,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,M.Anjan Kumar Yadav,M,INC,INC,183536,1893741
Andhra Pradesh,2014,8,Secundrabad,GEN,Bandaru Dattatreya,M,BJP,BJP,438271,1893741
Andhra Pradesh,2014,9,Hyderabad,GEN,N.Mahender Singh,M,NBNP,NBNP,485,1823217
Andhra Pradesh,2014,9,Hyderabad,GEN,Jaya Vindhyala,F,SP(I),SP(I),598,1823217
Andhra Pradesh,2014,9,Hyderabad,GEN,Shaik Moin,M,IND,IND,626,1823217
Andhra Pradesh,2014,9,Hyderabad,GEN,Md Osman,M,IND,IND,728,1823217
Andhra Pradesh,2014,9,Hyderabad,GEN,Syed Abdul Gaffer,M,IND,IND,740,1823217
Andhra Pradesh,2014,9,Hyderabad,GEN,S.Khaja Moinuddin,M,AIACP,AIACP,1593,1823217
Andhra Pradesh,2014,9,Hyderabad,GEN,Syed Mustafa Mahmood,M,MBT,MBT,2102,1823217
Andhra Pradesh,2014,9,Hyderabad,GEN,Venu Gopal.P,M,BSP,BSP,3100,1823217
Andhra Pradesh,2014,9,Hyderabad,GEN,None Of The Above,,NOTA,NOTA,5013,1823217
Andhra Pradesh,2014,9,Hyderabad,GEN,M A Habeeb,M,IND,IND,5992,1823217
Andhra Pradesh,2014,9,Hyderabad,GEN,Lubna Sarwath,F,AAAP,AAAP,6118,1823217
Andhra Pradesh,2014,9,Hyderabad,GEN,Boddu Sainath Reddy,M,YSRCP,YSRCP,10743,1823217
Andhra Pradesh,2014,9,Hyderabad,GEN,Binghi Rajashekar,M,PPOI,PPOI,21796,1823217
Andhra Pradesh,2014,9,Hyderabad,GEN,Rashid Shareef,M,TRS,TRS,37195,1823217
Andhra Pradesh,2014,9,Hyderabad,GEN,S Krishna Reddy,M,INC,INC,49310,1823217
Andhra Pradesh,2014,9,Hyderabad,GEN,Dr.Bhagavanth Rao,M,BJP,BJP,311414,1823217
Andhra Pradesh,2014,9,Hyderabad,GEN,Asaduddin Owaisi,M,AIMIM,AIMIM,513868,1823217
Andhra Pradesh,2014,10,Chelvella,GEN,Syed Hashmathullah Quadri,M,IUML,IUML,1411,2185164
Andhra Pradesh,2014,10,Chelvella,GEN,Dr.Golla Ramaiah,M,TLP,TLP,1765,2185164
Andhra Pradesh,2014,10,Chelvella,GEN,Sanike Ram Gopal Yadav,M,IND,IND,2058,2185164
Andhra Pradesh,2014,10,Chelvella,GEN,Sutharapu Padmaiah,M,APRSSP,APRSSP,2214,2185164
Andhra Pradesh,2014,10,Chelvella,GEN,Dr. P. Sadhu Satyanadhan,M,ICSP,ICSP,2545,2185164
Andhra Pradesh,2014,10,Chelvella,GEN,Md Yunus Miya,M,MCPI,MCPI,2904,2185164
Andhra Pradesh,2014,10,Chelvella,GEN,Kummari Giri,M,PPOI,PPOI,5789,2185164
Andhra Pradesh,2014,10,Chelvella,GEN,Regatte Venkat Reddy,M,AAAP,AAAP,7462,2185164
Andhra Pradesh,2014,10,Chelvella,GEN,Samala Ravindar,M,BSP,BSP,7732,2185164
Andhra Pradesh,2014,10,Chelvella,GEN,None Of The Above,,NOTA,NOTA,10018,2185164
Andhra Pradesh,2014,10,Chelvella,GEN,G.Mallesham Goud,M,IND,IND,24660,2185164
Andhra Pradesh,2014,10,Chelvella,GEN,Konda Raghava Reddy,M,YSRCP,YSRCP,40135,2185164
Andhra Pradesh,2014,10,Chelvella,GEN,Chan Pasha,M,ABML(S),ABML(S),56835,2185164
Andhra Pradesh,2014,10,Chelvella,GEN,Tulla Veerender,M,TDP,TDP,353203,2185164
Andhra Pradesh,2014,10,Chelvella,GEN,Patlolla Kartik Reddy,M,INC,INC,362054,2185164
Andhra Pradesh,2014,10,Chelvella,GEN,Konda Vishweshwar Reddy,M,TRS,TRS,435077,2185164
Andhra Pradesh,2014,11,Mahbubnagar,GEN,S. Shiva Shankar,M,IND,IND,3252,1418668
Andhra Pradesh,2014,11,Mahbubnagar,GEN,Dr. Chandra Sekhar. A,M,IND,IND,4033,1418668
Andhra Pradesh,2014,11,Mahbubnagar,GEN,Ibrahim Syed,M,IND,IND,4549,1418668
Andhra Pradesh,2014,11,Mahbubnagar,GEN,None Of The Above,,NOTA,NOTA,9037,1418668
Andhra Pradesh,2014,11,Mahbubnagar,GEN,H.A. Rahman,M,YSRCP,YSRCP,9105,1418668
Andhra Pradesh,2014,11,Mahbubnagar,GEN,Kadire Krishna,M,BSP,BSP,15779,1418668
Andhra Pradesh,2014,11,Mahbubnagar,GEN,S.R.Premaiah,M,PPOI,PPOI,30388,1418668
Andhra Pradesh,2014,11,Mahbubnagar,GEN,Dr. Janardhan Reddy Nagam,M,BJP,BJP,272791,1418668
Andhra Pradesh,2014,11,Mahbubnagar,GEN,Jaipal Reddy Sudini,M,INC,INC,331638,1418668
Andhra Pradesh,2014,11,Mahbubnagar,GEN,Ap Jithender Reddy,M,TRS,TRS,334228,1418668
Andhra Pradesh,2014,12,Nagarkurnool,SC,Bahadhur Srinivas,M,BSP,BSP,12089,1477305
Andhra Pradesh,2014,12,Nagarkurnool,SC,None Of The Above,,NOTA,NOTA,12388,1477305
Andhra Pradesh,2014,12,Nagarkurnool,SC,Maredu Gopal,M,YSRCP,YSRCP,22985,1477305
Andhra Pradesh,2014,12,Nagarkurnool,SC,Buddula Srinivas,M,IND,IND,54680,1477305
Andhra Pradesh,2014,12,Nagarkurnool,SC,Bakkani Narsimlu,M,TDP,TDP,183352,1477305
Andhra Pradesh,2014,12,Nagarkurnool,SC,Dr. Manda Jagannath,M,TRS,TRS,403399,1477305
Andhra Pradesh,2014,12,Nagarkurnool,SC,Yellaiah Nandi,M,INC,INC,420075,1477305
Andhra Pradesh,2014,13,Nalgonda,GEN,Tejavath Bellaiah Naik,M,AAAP,AAAP,2308,1494343
Andhra Pradesh,2014,13,Nalgonda,GEN,Manupuri Daya Sagar,M,PPOI,PPOI,4495,1494343
Andhra Pradesh,2014,13,Nalgonda,GEN,None Of The Above,,NOTA,NOTA,9305,1494343
Andhra Pradesh,2014,13,Nalgonda,GEN,Kundarapu Ramesh,M,BSP,BSP,11517,1494343
Andhra Pradesh,2014,13,Nalgonda,GEN,Gunnam Nagi Reddy,M,YSRCP,YSRCP,39385,1494343
Andhra Pradesh,2014,13,Nalgonda,GEN,Nandyala Narsimha Reddy,M,CPM,CPM,54423,1494343
Andhra Pradesh,2014,13,Nalgonda,GEN,Marri Nehemiah,M,IND,IND,56259,1494343
Andhra Pradesh,2014,13,Nalgonda,GEN,Dr. Palla Rajeshwar Reddy,M,TRS,TRS,260677,1494343
Andhra Pradesh,2014,13,Nalgonda,GEN,Tera Chinnapa Reddy,M,TDP,TDP,278937,1494343
Andhra Pradesh,2014,13,Nalgonda,GEN,Gutha Sukhender Reddy,M,INC,INC,472093,1494343
Andhra Pradesh,2014,14,Bhongir ,GEN,Nagula Srinivas Yadav,M,MaSP,MaSP,1858,1492240
Andhra Pradesh,2014,14,Bhongir ,GEN,Guduru Janardhan Reddy,M,JaSPa,JaSPa,2342,1492240
Andhra Pradesh,2014,14,Bhongir ,GEN,Guahati Mothilal,M,AIMIM,AIMIM,2600,1492240
Andhra Pradesh,2014,14,Bhongir ,GEN,Kapilavai Dileep Kumar,M,RLD,RLD,5551,1492240
Andhra Pradesh,2014,14,Bhongir ,GEN,Boilla Narender,M,RPI(A),RPI(A),6847,1492240
Andhra Pradesh,2014,14,Bhongir ,GEN,Ravulapally Kondal Rao,M,IND,IND,7721,1492240
Andhra Pradesh,2014,14,Bhongir ,GEN,Arvapally Ambati,M,BSP,BSP,9029,1492240
Andhra Pradesh,2014,14,Bhongir ,GEN,None Of The Above,,NOTA,NOTA,10907,1492240
Andhra Pradesh,2014,14,Bhongir ,GEN,Navulla Malla Reddy,M,IND,IND,26805,1492240
Andhra Pradesh,2014,14,Bhongir ,GEN,Varikuppala Krishna Vaddera,M,IND,IND,35004,1492240
Andhra Pradesh,2014,14,Bhongir ,GEN,Cherupally Seetharamulu,M,CPM,CPM,54035,1492240
Andhra Pradesh,2014,14,Bhongir ,GEN,Indrasena Reddy Nallu,M,BJP,BJP,183249,1492240
Andhra Pradesh,2014,14,Bhongir ,GEN,Komatireddy Rajgopal Reddy,M,INC,INC,417620,1492240
Andhra Pradesh,2014,14,Bhongir ,GEN,Dr. Boora Narsaiah Goud,M,TRS,TRS,448164,1492240
Andhra Pradesh,2014,15,Warangal,SC,Venu Esampelly,M,AIFB,AIFB,1541,1537778
Andhra Pradesh,2014,15,Warangal,SC,Kanakam Ramesh,M,IND,IND,2013,1537778
Andhra Pradesh,2014,15,Warangal,SC,Venkanna Neerudu,M,BMUP,BMUP,2098,1537778
Andhra Pradesh,2014,15,Warangal,SC,Venkanna Kannam,M,MCPI,MCPI,2258,1537778
Andhra Pradesh,2014,15,Warangal,SC,Jannu Mahendar,M,IND,IND,3211,1537778
Andhra Pradesh,2014,15,Warangal,SC,Chintha Swamy,M,AAAP,AAAP,5569,1537778
Andhra Pradesh,2014,15,Warangal,SC,Thuppari Narasimha Swamy,M,PPOI,PPOI,7350,1537778
Andhra Pradesh,2014,15,Warangal,SC,Chiluveru Prathap,M,IND,IND,9178,1537778
Andhra Pradesh,2014,15,Warangal,SC,Gannarapu Surender,M,BSP,BSP,9536,1537778
Andhra Pradesh,2014,15,Warangal,SC,None Of The Above,,NOTA,NOTA,14034,1537778
Andhra Pradesh,2014,15,Warangal,SC,Parameshwar Ramagalla,M,BJP,BJP,187139,1537778
Andhra Pradesh,2014,15,Warangal,SC,Rajaiah Siricilla,M,INC,INC,269065,1537778
Andhra Pradesh,2014,15,Warangal,SC,Kadiyam Srihari,M,TRS,TRS,661639,1537778
